id,student_number,full_name,gender,test_results,degree_names,exam_dates
988,401834794,Maureene Higford,Female,"36,25,80,64,81,98,16,89,97,72,94,21,73,32,71,23,20,54,23,55,68,02,15,91,",,
989,71116146,Gawen Shergold,Male,"90,02,89,24,57,41,45,15,14,26,74,53,36,81,88,08,38,63,45,52,95,13,59,46,",,
990,71817397,Elena Ready,Female,"40,25,83,08,78,83,10,21,90,45,93,30,99,34,22,69,59,34,33,29,34,23,66,01,",,
991,809439508,Clem Wellesley,Female,"26,90,87,49,99,01,25,33,13,70,19,05,05,71,45,88,00,09,84,36,85,32,26,35,",,
992,735927848,Arley Athy,Male,"80,77,91,04,87,75,51,10,13,27,32,78,98,80,43,82,61,47,03,86,52,56,76,99,",,
993,614633381,Shina Paxforde,Female,"57,67,34,25,43,82,45,01,81,93,07,07,85,96,30,02,57,49,77,34,85,10,21,78,",,
994,791035505,Lacee Keyme,Female,"81,08,70,61,37,27,17,47,42,26,26,20,17,94,79,89,17,49,49,58,63,76,85,98,",,
995,615971135,Justinian Naire,Male,"49,87,51,46,00,23,41,59,71,00,45,94,02,03,20,24,32,37,60,17,61,16,07,48,",,
996,405924956,Tine Curner,Female,"50,52,65,80,57,76,86,94,71,58,46,46,56,28,31,70,78,43,41,64,79,93,85,93,",,
997,822165622,Kristine Saban,Female,"51,32,75,78,39,59,16,04,25,83,50,66,74,66,51,13,68,82,91,37,80,32,75,42,",,
998,975126315,Odelinda Rastall,Female,"61,10,55,07,37,68,31,38,98,74,34,63,80,49,56,20,43,43,32,95,13,05,37,97,",,
999,895276664,Loren Blanchette,Female,"37,89,69,28,66,78,36,10,02,08,96,25,04,51,71,30,30,66,47,94,76,59,58,87,",,
1000,380942731,Frederigo Meier,Agender,"22,00,71,60,41,47,16,28,61,49,68,54,50,27,11,59,81,58,03,49,75,27,68,73,",,
